Amt.Repaid.at.6.Months,Nominal.Loan.Amount,Total.Amt.to.be.Repaid,Repayment.Percentage,Commission.Upfront,Validated.Monthly.Batch,Historical.Monthly.Credit.Card.Receipts,Months.of.History,Loan.Type,FICO,Years.In.Business,Num.of.Credit.Lines,Satisfied.Accounts,Num.of.Paid.off.Credit.Lines,Current.Delinquent.Credit.Lines,Previous.Delinquent.Credit.Lines,Business.Entity.Type,Years.in.File,Num.of.Legal.Items,Num.of.Trade.Lines,Num.of.Derog.Legal.Item,Two.Digit.SIC.Code,Two.Digit.SIC.Description,Population.in.Zip.Code,Male.Population.in.Zip.Code,Female.Population.in.Zip.Code,Average.House.Value.in.Zip.Code,Income.Per.Household.in.Zip....,Median.Age.in.Zip.Code,Time.Zone,Bus.Establishments.in.Zip.Code,Employment.in.Zip.Code,Annual.Payroll.in.Zip.Code,PO.Residential.Count.in.Zip,PO.Business.Count.in.Zip,Delivery.Total,State,ISO.Name,Loan.Size.Class
10974,15800,18565,12.5,1173.16,24327.5,26760.6796,1,R,609,2,16,9,9,0,7,Limited Liability Company,2,0,0,0,41,Local/Suburban Transit and Highway Passenger,19940,9644,10296,168800,41932,39.1,7,1614,24175,735997,9288,1410,10698,CO,OTHER,S2
3582,14200,16685,12.5,1677.38,12763.08,12763.2,5,O,497,2,27,16,14,6,5,Limited Liability Company,2,0,0,0,75,Auto Repair Services and Parking,31757,15578,16179,107900,45370,33.5,7,654,10948,261961,9716,418,10134,AZ,D,S2
22856,37000,45880,12.5,5476,23856.98,23856.2248,6,O,670,1,36,14,14,0,0,Limited Liability Company,1,0,2,0,79,Amusement and Recreational Services,43745,21726,22019,251600,70082,34.8,8,722,6023,227925,9359,254,9613,OR,H,S3
2524,6000,7050,12.5,648,11482,12958.6667,6,O,652,20,29,27,15,1,1,Corporation,18,0,3,0,75,Auto Repair Services and Parking,10936,6134,4802,43200,17791,27.2,6,713,7340,0,2044,905,2949,TX,E,S1
12236,35000,43400,12.5,3108,31663.52,31663.6667,6,O,657,11,16,8,7,7,1,Limited Liability Company,11,1,2,1,58,Eating and Drinking Places,28516,14923,13593,114300,32234,33,7,1149,18045,714707,11201,1041,12242,AZ,OTHER,S3
6545,18400,21712,12.5,1472,17826.3,17826.5,4,O,524,8,59,49,34,3,7,Corporation,23,0,1,0,65,Real Estate,27819,14484,13335,110600,34632,30.1,7,851,21543,0,9800,1080,10880,CO,OTHER,S2
1510,10000,11800,12.5,1428,10999.3,10999.3333,3,O,401,2,16,1,0,15,0,Limited Liability Company,12,0,0,0,58,Eating and Drinking Places,13273,6874,6399,165400,50687,30.9,7,289,3246,101665,11339,147,11486,AZ,OTHER,S2
54310,82200,97818,12.5,11343.6,64762.8,64762.8,5,O,693,5,29,29,13,0,0,Corporation,2,0,0,0,76,Miscellaneous Repair Services,16997,8347,8650,216900,32339,33.1,8,853,12440,414453,5411,1255,6666,CA,B,S4
6269,20000,23500,12.5,400,37250.76,8874,1,R,521,6,7,4,4,3,0,Partnership,2,0,0,0,58,Eating and Drinking Places,24641,16488,8153,90200,31092,32.3,8,262,2743,57947,4515,393,4908,CA,A,S2
101159,200000,245000,11,17400,152727.5,152727.5,4,O,459,1,11,3,4,6,2,Limited Liability Company,2,1,0,1,58,Eating and Drinking Places,28661,14511,14150,120700,39926,36.2,6,1332,23737,833293,14233,1774,16007,TX,F,S4
6142,10700,12572.5,12.5,642,9628.86,10672.4,10,O,604,2,16,16,7,0,0,Corporation,12,2,0,0,75,Auto Repair Services and Parking,69968,35672,34296,142800,41876,25.8,8,757,14776,503179,14988,1001,15989,CA,A,S2
3141,8400,9996,12.5,1159.2,6726,9672,3,O,591,8,31,21,23,2,8,Sole Proprietorship,2,0,0,0,80,Health Services,30088,15136,14952,224000,76731,34.6,7,1008,8578,241281,5117,534,5651,CO,B,S1
3230,6100,7564,12.5,902.8,3991.32,4162.5,4,O,548,11,12,4,6,4,4,Corporation,1,9,1,5,72,Personal Services,20742,9826,10916,71500,35318,36.6,6,504,5138,116789,7249,593,7842,OK,B,S1
17495,23600,28084,12.5,2605.44,26048,21399.6,5,R,529,11,23,13,16,1,9,Corporation,4,1,0,0,50,Wholesale Trade-Durable Goods,25117,12155,12962,188900,52696,35.3,8,729,10743,314480,7195,713,7908,CA,B,S3
67547,103200,121260,12.5,11145.6,92887.48,92887.3333,3,O,699,5,33,33,17,0,0,Corporation,23,2,1,0,75,Auto Repair Services and Parking,57735,29512,28223,301500,58807,29,8,513,4289,107572,11069,595,11664,CA,OTHER,S4
9036,15900,19710,12.5,2342.6,10454.34,10454.3333,6,O,593,2,24,23,12,0,1,Sole Proprietorship,14,14,1,4,75,Auto Repair Services and Parking,62066,32179,29887,274500,46138,31.2,8,1746,19107,543902,19377,2321,21698,CA,B,S2
0,8300,9875,12.5,1145,6569.5,6569.33333,6,O,529,29,20,19,10,0,1,Sole Proprietorship,1,0,0,0,79,Amusement and Recreational Services,41325,20339,20986,229200,54334,43.1,8,1584,13936,471201,13148,1075,14223,NV,B,S1
2868,6000,7440,12.5,888,3943.58,3944,4,O,709,3,8,8,1,0,0,Sole Proprietorship,3,0,0,0,58,Eating and Drinking Places,51344,25989,25355,180800,29657,29.3,8,918,14965,473182,16941,1338,18279,CA,B,S1
9305,27400,33600,12.5,4230.74,30592.96,26789.3333,6,R,596,15,12,4,4,1,7,Sole Proprietorship,1,0,0,0,75,Auto Repair Services and Parking,62099,30200,31899,370400,80146,37.4,8,1507,14388,410139,17567,672,18239,CA,H,S3
3738,21600,27432,12.5,4490.64,13946.76,15316.1667,12,O,517,16,25,9,6,15,1,Corporation,4,0,2,0,57,Home Furniture and Furnishings Stores,23072,11912,11160,98200,41118,31.6,6,540,9693,308040,8398,596,8994,TX,H,S3
6321,12000,14280,12.5,1324.8,9547.52,8878,8,R,647,19,40,34,22,0,6,Sole Proprietorship,14,2,3,0,58,Eating and Drinking Places,29051,14173,14878,172700,49742,39.9,8,578,5853,146883,8947,312,9259,OR,B,S2
33206,64000,79360,10,14208,50962.1,64471.6,5,O,649,7,47,44,19,1,2,Corporation,17,0,2,0,58,Eating and Drinking Places,33374,16368,17006,108800,27943,33.3,7,1062,10879,266184,10116,857,10973,AZ,B,S4
30482,50000,58750,12.5,4050,42910,51917.2,5,O,625,7,38,38,16,0,0,Corporation,6,7,1,0,72,Personal Services,28516,14923,13593,114300,32234,33,7,1149,18045,714707,11201,1041,12242,AZ,A,S4
13869,20400,25296,12.5,3019.2,13378.66,13378.6667,3,O,685,7,13,12,8,0,1,Sole Proprietorship,6,1,1,1,72,Personal Services,27792,13013,14779,432300,50014,37.4,8,983,9385,393560,12935,1166,14101,CA,B,S3
6447,10000,12400,12.5,1184,103432,159535,2,R,689,3,62,62,33,0,1,Limited Liability Company,4,1,1,1,17,Construction-Special Trade Contractors,12701,6330,6371,271700,84539,35.5,7,589,15700,450498,3553,429,3982,CO,B,S2
30900,56200,71655,12.5,11759.84,36982.86,36982.8571,7,O,601,49,28,19,12,1,8,Sole Proprietorship,23,3,7,0,75,Auto Repair Services and Parking,60254,30221,30033,225600,48523,32.9,8,1017,10850,347385,20564,1530,22094,CA,B,S4
20466,36800,43792,7.5,2539.2,47234.3,47236.8578,4,O,695,3,16,16,9,0,0,Sole Proprietorship,2,5,3,0,57,Home Furniture and Furnishings Stores,54243,26899,27344,137400,39972,28.4,8,872,9588,238184,12737,1280,14017,CA,H,S3
13974,26000,31070,12.5,2168.4,23685.7,25623,12,O,518,37,23,16,13,2,5,Corporation,5,0,1,0,57,Home Furniture and Furnishings Stores,3358,1748,1610,134800,69831,40.1,6,97,1080,29671,1226,37,1263,TX,A,S3
31705,60200,71638,12.5,8307.6,55397.06,55397.5,4,O,675,15,37,36,24,0,1,Sole Proprietorship,3,0,1,0,54,Food Stores,39260,19527,19733,180900,66010,32.9,8,416,6241,210066,6506,306,6812,CA,B,S4
47805,100000,124000,12.5,15910,64517.32,64517.1429,7,O,539,10,52,46,33,3,3,Limited Liability Company,2,2,2,1,72,Personal Services,37097,18231,18866,167800,29280,29.7,8,2527,34440,996153,11108,2269,13377,OR,H,S4
4528,9200,10856,10,1000.96,10428.72,10429.3312,8,O,644,5,36,34,12,0,2,Sole Proprietorship,7,4,1,4,53,General Merchandise Stores,57791,28048,29743,92000,39747,29.7,8,432,6637,179865,9445,332,9777,CA,OTHER,S2
54643,120000,142800,12.5,13248,158518,153637.2,5,R,627,17,35,28,19,1,6,Corporation,1,2,0,0,58,Eating and Drinking Places,40414,19364,21050,239900,40406,41.8,7,1632,17889,507919,6726,1523,8249,NM,B,S4
32140,73800,86715,12.5,9464.86,71156.08,112097.873,6,O,603,7,10,7,5,0,3,Limited Liability Company,2,0,0,0,58,Eating and Drinking Places,38162,19183,18979,123500,46657,27,6,818,9392,234140,12392,670,13062,OK,OTHER,S4
6229,16100,19964,12.5,2382.8,10624.12,9441.10988,4,O,669,6,14,11,9,0,3,Sole Proprietorship,2,0,1,0,54,Food Stores,38419,20106,18313,144700,25860,32.2,8,1090,34952,1698372,20470,1717,22187,CA,B,S2
6551,14400,17856,12.5,2770.56,20719.74,5010,1,R,515,7,16,7,12,2,7,Sole Proprietorship,4,0,1,0,72,Personal Services,48645,24170,24475,130400,30374,25.4,8,1184,25822,793149,16051,1324,17375,CA,B,S2
15542,22400,26656,12.5,3091.2,17810,17810,3,O,638,21,17,9,5,1,7,Corporation,10,0,0,0,50,Wholesale Trade-Durable Goods,30781,15011,15770,119700,34645,37.4,7,1719,28857,922418,9163,1593,10756,NM,B,S3
60555,96600,114540,12.5,10028.74,127777.82,21946,1,R,643,17,26,8,8,0,2,Corporation,12,1,4,0,58,Eating and Drinking Places,40414,19364,21050,239900,40406,41.8,7,1632,17889,507919,6726,1523,8249,NM,B,S4
10500,24600,30504,12.5,4733.04,21772.2,20256,1,R,515,4,9,0,0,9,1,Corporation,2,0,0,0,58,Eating and Drinking Places,30665,15792,14873,112700,38993,29.2,8,308,5365,167335,5531,270,5801,CA,B,S3
14832,28000,33320,12.5,772.8,25221.08,25221.3333,6,R,535,4,27,26,7,1,0,Partnership,7,1,0,0,7,Agricultural Services,23975,11124,12851,384500,55701,37.4,8,641,6906,192156,10768,644,11412,CA,F,S3
53198,89600,105280,7.5,8467.2,134269.92,134265.461,5,O,593,14,30,24,16,0,6,Corporation,2,3,10,0,57,Home Furniture and Furnishings Stores,48266,20991,27275,256500,46716,51.6,8,2078,23271,844313,7801,1439,9240,CA,OTHER,S4
2645,5200,6292,12.5,443.04,4756,3162.66667,3,R,562,25,28,18,15,0,10,Corporation,8,0,0,0,58,Eating and Drinking Places,30679,15070,15609,116800,60304,35,6,758,9377,238899,10003,1042,11045,TX,A,S1
35334,70000,86100,9.5,10220,59332.02,59332,3,O,546,5,28,24,19,3,1,Limited Liability Company,1,2,2,0,58,Eating and Drinking Places,6906,3447,3459,163700,76354,31.4,6,147,1363,41880,2079,42,2121,KS,OTHER,S4
24400,66600,79000,12.5,6050.68,59326.02,21176,1,R,763,4,36,36,18,0,0,Corporation,1,10,0,7,59,Miscellaneous Retail Stores,25099,12300,12799,108800,58173,33.9,6,1112,25810,838204,9103,1117,10220,NE,H,S4
57141,143800,178312,12.5,22878.58,92731.04,105456.4,5,O,495,4,28,20,19,2,6,Corporation,16,2,3,0,56,Apparel and Accessory Stores,47605,22809,24796,141500,45115,35.8,8,796,9074,261602,12169,695,12864,CA,H,S4
332425,550000,632500,6.5,28600,780175.78,629482.995,5,R,607,6,18,17,13,5,9,Limited Liability Company,20,2,1,2,58,Eating and Drinking Places,49904,24430,25474,213100,73758,38.4,7,1680,18145,611306,15347,1010,16357,AZ,B,S4
78837,150000,174000,7.5,7920,281056.4,281049.959,6,O,627,1,40,34,24,1,5,Corporation,0,0,0,0,58,Eating and Drinking Places,35491,18021,17470,253800,46563,32.9,6,2257,33380,1432319,21304,2734,24038,TX,OTHER,S4
50610,76800,95232,12.5,11366.4,50457.68,44146,1,O,594,1,15,15,4,0,1,Limited Liability Company,1,2,2,0,58,Eating and Drinking Places,10647,5341,5306,219600,67628,37,7,306,1407,38136,1730,10,1740,CO,B,S4
18717,34400,42656,12.5,4072.96,31466,48946,1,R,434,6,41,19,22,6,16,Sole Proprietorship,27,11,3,6,58,Eating and Drinking Places,49273,24964,24309,225600,38828,29.6,8,1814,24992,756906,12058,1787,13845,CA,B,S3
18119,39000,48360,12.5,6060.6,25124.74,27502.2,10,O,523,15,29,21,19,2,6,Corporation,5,0,1,0,75,Auto Repair Services and Parking,38539,20041,18498,108900,38204,27.8,7,1359,21888,613481,12414,1069,13483,AZ,H,S3
8356,25400,29845,12.5,2743.2,22929.34,22929.3333,3,O,653,50,45,45,32,0,0,Sole Proprietorship,8,0,2,0,53,General Merchandise Stores,11840,5687,6153,65100,32954,36.9,6,189,2046,44229,4458,281,4739,TX,E,S3
7620,16000,19840,12.5,2368,10388.1,10388,4,O,652,12,21,13,8,2,6,Corporation,9,1,1,1,73,Business Services,76146,38528,37618,87600,26931,28.3,6,2373,30454,891518,28255,3678,31933,TX,H,S2
5896,18200,22568,12.5,2693.6,11981.14,11981.1429,7,O,576,6,28,14,13,2,12,Sole Proprietorship,4,0,0,0,64,Insurance Agents Brokers and Services,36273,17595,18678,35600,23893,30,6,339,4497,99178,10578,669,11247,TX,B,S2
0,9600,12240,12.5,1711.2,8304,1798,1,R,566,6,32,22,23,0,10,Corporation,4,0,1,0,72,Personal Services,10667,5607,5060,114600,22219,31.2,7,1344,24087,1140223,4312,1180,5492,UT,B,S2
36526,64800,76140,12.5,3888,58327.04,58327.5031,10,R,608,5,22,21,9,0,1,Corporation,2,1,1,0,57,Home Furniture and Furnishings Stores,40541,19928,20613,119800,33901,29.9,8,976,16710,437411,9645,912,10557,CA,A,S4
18153,33400,39913,12.5,668,32253.4,32253.5,4,R,512,35,57,48,31,3,6,Sole Proprietorship,30,1,3,0,75,Auto Repair Services and Parking,9147,4450,4697,244500,49930,46,7,606,3294,85046,963,89,1052,CO,A,S3
4674,12200,14335,12.5,988.2,12179.58,12180,3,O,502,3,18,4,7,9,5,Sole Proprietorship,3,0,1,0,59,Miscellaneous Retail Stores,42634,20483,22151,99500,30694,31.7,8,1196,16159,516496,14348,1147,15495,WA,OTHER,S2
8598,33800,41912,17.5,6503.12,20444,24023.5,4,R,704,57,2,2,1,0,0,Sole Proprietorship,4,2,0,0,57,Home Furniture and Furnishings Stores,20005,9820,10185,35400,24465,35.6,6,864,11418,310770,6468,1280,7748,TX,B,S3
3862,20400,25700,12.5,3016.3,13238,13328.6667,3,R,613,4,16,7,8,5,4,Corporation,4,3,0,2,58,Eating and Drinking Places,26395,12662,13733,66000,31710,25.6,6,266,3494,73009,8082,539,8621,TX,H,S3
2522,16600,20584,12.5,2456.8,11521.08,12997,4,O,496,1,93,88,71,2,3,Sole Proprietorship,1,0,1,0,56,Apparel and Accessory Stores,12862,6421,6441,94500,42734,35.4,6,369,4654,122058,4862,427,5289,TX,B,S2
4971,11100,13764,12.5,1642.8,7298.78,7298.33333,6,O,567,2,29,18,15,1,10,Limited Liability Company,2,0,3,0,57,Home Furniture and Furnishings Stores,19068,9801,9267,97100,37815,28.3,7,578,10427,364720,9240,620,9860,ID,B,S2
4158,16600,19505,12.5,249,19714.22,19714.3605,1,R,461,2,42,13,14,12,16,Corporation,1,0,0,0,80,Health Services,26623,13134,13489,109400,70779,35.3,6,452,5020,146434,8543,312,8855,TX,OTHER,S2
7391,21000,25095,7.5,1260,33818.62,33817.9206,3,O,491,4,29,14,15,4,11,Sole Proprietorship,1,5,4,1,57,Home Furniture and Furnishings Stores,53938,27080,26858,199100,49124,29.6,8,654,8904,217812,10118,733,10851,CA,A,S3
4324,10400,13260,12.5,2176.2,7224.5,7224,5,O,642,12,6,4,4,1,1,Sole Proprietorship,1,0,1,0,72,Personal Services,35056,17093,17963,295100,52864,38.9,8,1208,11558,384540,14331,1243,15574,CA,B,S2
28955,68600,81634,12.5,7412.5,54170.84,54170.6667,3,O,622,6,32,23,22,2,7,Corporation,10,33,2,19,87,Engineering and Accounting and Management Services,22493,10878,11615,296400,76934,34.2,8,1961,53801,3141592,4018,1649,5667,CA,OTHER,S4
9641,44000,49720,12.5,3049.2,35483.32,35483.3333,3,O,502,1,20,2,7,6,12,Limited Liability Company,3,0,0,0,58,Eating and Drinking Places,34707,17458,17249,134300,59325,30.8,8,272,6717,241017,1551,110,1661,NV,OTHER,S3
1883,4800,5952,12.5,745.92,3078.26,3078,9,O,462,15,11,1,3,6,4,Sole Proprietorship,6,4,1,1,57,Home Furniture and Furnishings Stores,30665,15792,14873,112700,38993,29.2,8,308,5365,167335,5531,270,5801,CA,H,S1
10637,22600,26668,12.5,1356,21943.28,25491.0909,11,O,544,14,27,19,19,3,5,Corporation,1,1,1,0,72,Personal Services,30186,15515,14671,382700,39578,39.3,8,1498,21386,675830,17151,1519,18670,CA,OTHER,S3
25946,55000,65450,12.5,7590,43408.5,57281.3333,6,O,508,45,26,10,18,3,13,Limited Liability Company,1,5,5,3,47,Transportation Services,18869,9874,8995,180100,39173,53.9,8,513,4510,122726,10354,453,10807,CA,B,S4
8412,30000,34650,5,2094,90792.66,94519.7723,4,O,511,10,28,10,11,4,7,Corporation,4,1,1,0,75,Auto Repair Services and Parking,39696,19750,19946,196200,98480,32.6,6,447,2279,66482,16809,79,16888,TX,C,S3
3299,7400,8695,12.5,148,9838.48,10250.5784,8,R,692,16,27,26,9,0,1,Sole Proprietorship,4,0,0,0,57,Home Furniture and Furnishings Stores,44540,22209,22331,85600,23538,24.7,8,495,6858,197427,10657,909,11566,CA,A,S1
7059,14000,16660,12.5,1932,11160,11160.3333,6,O,644,20,21,15,10,0,6,Corporation,2,1,0,0,79,Amusement and Recreational Services,54862,26635,28227,118400,45137,30.8,8,661,14196,457644,7838,758,8596,CA,B,S2
19049,44000,51700,10,3080,52753.08,43560.2155,4,O,550,6,24,5,5,1,5,Corporation,1,4,4,0,58,Eating and Drinking Places,7777,3713,4064,217000,35569,36.5,8,210,1966,52055,4011,192,4203,WA,C,S4
70727,112400,139376,12.5,17882.84,72423.14,75349.6667,12,O,665,11,27,27,13,0,0,Corporation,22,10,4,4,75,Auto Repair Services and Parking,49273,24964,24309,225600,38828,29.6,8,1814,24992,756906,12058,1787,13845,CA,H,S4
5120,11700,13747,12.5,1105.58,9006.9,9007,4,O,520,55,28,19,16,4,5,Sole Proprietorship,3,2,1,2,59,Miscellaneous Retail Stores,4203,1983,2220,33800,24471,44.9,6,139,1201,16832,1494,128,1622,TX,C,S2
4898,9100,10692.5,12.5,798.52,8167.58,9648.4,5,O,624,5,16,13,11,0,3,Sole Proprietorship,2,2,0,0,75,Auto Repair Services and Parking,3912,1949,1963,110800,65329,32.2,6,161,1367,42624,943,28,971,TX,OTHER,S2
4460,8000,9520,12.5,883.2,9632,25188,1,R,489,30,25,12,8,2,11,Corporation,14,3,1,3,52,Building Materials and Hardware,9795,4941,4854,37400,23970,31,6,179,1650,30796,2156,210,2366,TX,B,S1
17188,33400,39913,12.5,668,33776,4268,1,R,613,5,25,17,21,1,7,Corporation,1,1,1,0,72,Personal Services,24149,11936,12213,286600,40642,34.3,8,1611,31476,928130,10323,1766,12089,CA,A,S3
0,26200,32226,12.5,4590.24,25777.84,25776.4689,1,R,688,3,20,19,13,1,0,Corporation,3,1,5,0,58,Eating and Drinking Places,51545,25441,26104,184000,52328,36.9,8,1279,15645,493937,13050,731,13781,NV,B,S3
1934,4800,6120,12.5,1004.4,3129.5,3129.33333,3,O,536,2,52,37,34,5,10,Sole Proprietorship,12,12,4,4,58,Eating and Drinking Places,3819,1910,1909,66600,36078,39.5,6,118,1705,35989,1499,106,1605,NE,B,S1
4491,18300,21502.5,12.5,1729.36,16467.92,16468,6,O,494,4,17,8,9,4,5,Corporation,7,9,0,9,54,Food Stores,3144,1581,1563,111400,48514,36.4,6,93,874,23382,1078,76,1154,TX,OTHER,S2
9754,20600,24514,7.5,2274.24,31684,31684,3,R,530,5,14,1,6,7,6,Corporation,6,0,2,0,75,Auto Repair Services and Parking,3242,1660,1582,186500,50230,35.6,7,240,1426,35040,160,1,161,CO,B,S2
19616,29200,36208,12.5,4321.6,19233.78,19234.6085,3,O,671,2,44,30,24,2,12,Corporation,4,1,2,0,99,Other,32039,15349,16690,213900,52800,33.9,8,522,10458,332624,11027,732,11759,CA,B,S3
9781,21400,25145,12.5,428,19396.18,21401.3333,3,R,574,14,34,28,21,1,5,Corporation,4,1,0,0,58,Eating and Drinking Places,23633,11498,12135,82300,46975,33.3,6,422,5261,116914,7618,622,8240,TX,A,S3
14443,24000,28560,10,2649.6,35644.5,29488.5,4,R,739,8,40,39,30,0,1,Limited Liability Company,15,13,0,12,80,Health Services,26015,13061,12954,316800,89345,37.8,7,2530,47135,2647117,10863,2241,13104,CO,B,S3
21139,45800,53815,12.5,3400.66,41259.68,41260,3,O,617,9,12,7,4,0,5,Corporation,2,3,0,0,53,General Merchandise Stores,54381,25491,28890,214700,38229,35,8,1274,13215,379609,19601,1369,20970,CA,OTHER,S4
20872,35000,41650,12.5,3781.88,27508.34,27508.6667,3,O,631,10,21,20,11,0,1,Corporation,10,7,7,1,75,Auto Repair Services and Parking,53057,28047,25010,116800,36402,33.6,8,1835,26998,716227,10867,2034,12901,OR,OTHER,S3
2165,6600,7821,12.5,632.94,6648,11534,1,R,529,27,11,3,5,0,8,Sole Proprietorship,8,1,2,0,79,Amusement and Recreational Services,36711,18497,18214,94300,34034,27.9,8,1106,17179,558334,8596,1310,9906,CA,H,S1
7312,11000,13640,12.5,1628,7289.42,7289.33333,3,O,592,5,40,28,25,9,3,Sole Proprietorship,5,0,1,0,72,Personal Services,19585,9747,9838,304600,54591,34.5,6,758,8008,275602,8537,632,9169,TX,B,S2
16103,52000,64480,12.5,7696,34239.06,34238.8571,7,O,535,10,40,29,28,6,5,Sole Proprietorship,10,2,1,0,75,Auto Repair Services and Parking,31917,15851,16066,343700,56934,38.4,8,1192,11218,363998,11195,1268,12463,CA,B,S4
3207,6000,7140,10,648.32,8372.9,8373.33333,3,O,526,10,25,20,15,1,4,Limited Liability Company,10,2,5,0,52,Building Materials and Hardware,62201,31075,31126,79800,29039,27.6,7,1152,17676,459833,18577,1267,19844,AZ,OTHER,S1
9717,22800,27132,12.5,3146.4,18080.32,18080.3333,6,O,511,9,64,53,26,2,9,Sole Proprietorship,13,1,2,1,82,Educational Services,71670,35532,36138,135900,44829,29.3,8,1324,22765,583919,18498,1186,19684,CA,B,S3
57011,119000,136850,12.5,9282,93828,93828,10,O,596,19,6,2,0,4,0,Corporation,24,2,2,1,59,Miscellaneous Retail Stores,36129,17683,18446,195100,61583,35.1,8,878,9792,269749,4894,391,5285,CA,B,S4
5031,11600,14210,12.5,1766.1,12487.76,1692,1,R,491,2,21,10,11,7,4,Corporation,4,2,0,0,72,Personal Services,30522,15213,15309,149100,39007,34.8,8,1241,17047,466517,7571,1010,8581,CA,H,S2
12853,28000,33460,12.5,1680,25102.34,31170,1,O,585,11,8,4,2,2,2,Sole Proprietorship,13,8,4,6,99,Other,13763,6057,7706,190600,45711,39.7,8,121,1171,61741,5481,279,5760,CA,A,S3
7570,12400,14632,12.5,992,12092.5,12092.5,4,O,519,7,59,49,34,3,7,Corporation,3,1,3,0,65,Real Estate,34626,17991,16635,167100,52570,32.9,7,594,7727,217074,9265,639,9904,CO,OTHER,S2
39697,76000,94240,12.5,11248,50045.34,62697.5,4,O,564,16,43,30,26,3,10,Corporation,10,10,6,6,73,Business Services,45348,22728,22620,170100,31806,30.7,8,597,10292,284068,14626,881,15507,CA,B,S4
3317,10000,11750,12.5,675,9056,12663.3333,3,R,542,3,15,9,9,3,3,Sole Proprietorship,3,0,1,0,75,Auto Repair Services and Parking,13925,6847,7078,62100,37191,38.5,6,185,1606,32914,5018,255,5273,TX,E,S2
10922,18400,23460,12.5,3850.2,12155.6,12155.6,5,O,522,2,25,21,13,0,4,Corporation,4,0,0,0,57,Home Furniture and Furnishings Stores,13413,6390,7023,75300,34750,36.4,6,285,2309,46295,4879,350,5229,OK,B,S2
4173,8200,10050,12.5,1316.14,7898,7898,4,R,496,4,17,6,5,7,4,Sole Proprietorship,4,0,2,0,72,Personal Services,33373,16868,16505,144000,40398,27.1,8,675,11793,353054,7723,1149,8872,CA,H,S2
6962,14000,16800,12.5,1666,12408,12408,1,R,535,4,20,16,13,1,3,Sole Proprietorship,17,1,1,1,75,Auto Repair Services and Parking,37352,18187,19165,184200,53251,40,8,752,9318,272479,8423,473,8896,CA,H,S2
34966,56000,66640,12.5,7728,44139.58,44139.6667,6,O,627,16,35,27,20,1,7,Corporation,23,0,1,0,54,Food Stores,25687,11645,14042,107800,31065,57.1,8,319,6111,141091,9346,215,9561,CA,B,S4
2685,8000,9800,12.5,232,8858,5536.66667,3,R,484,20,12,4,5,6,2,Corporation,11,7,1,2,56,Apparel and Accessory Stores,36711,18497,18214,94300,34034,27.9,8,1106,17179,558334,8596,1310,9906,CA,A,S1
0,6200,7905,12.5,1297.34,4103.68,4103.6,5,O,540,7,26,9,12,13,4,Sole Proprietorship,6,0,2,0,73,Business Services,2715,1368,1347,148000,52400,23.5,7,90,474,9707,836,29,865,UT,B,S1
3037,9800,12152,12.5,1450.4,6458.8,9614,11,O,518,52,32,23,16,3,6,Corporation,16,6,2,1,87,Engineering and Accounting and Management Services,22702,11217,11485,96300,43251,32.3,6,704,10454,215456,8032,676,8708,KS,B,S2
25250,121000,142175,17.5,6534,147629.28,249258,1,R,522,24,22,22,10,0,0,Limited Liability Company,17,12,7,5,57,Home Furniture and Furnishings Stores,20246,9971,10275,76600,43187,31.1,6,998,17952,424795,6526,1239,7765,TX,OTHER,S4
2936,10000,11800,12,1360,7648.86,7648.5,4,O,521,3,9,3,3,4,2,Limited Liability Company,1,0,1,0,58,Eating and Drinking Places,47800,25170,22630,123500,38385,27.9,7,1461,31417,997460,10929,1449,12378,UT,OTHER,S2
35316,60000,70500,12.5,6075,58864.08,82225.8182,11,O,593,22,24,21,19,1,2,Corporation,1,1,0,0,53,General Merchandise Stores,6241,3104,3137,103000,33776,43.3,8,136,2290,64949,3020,78,3098,CA,OTHER,S4
8300,12000,14880,12.5,1420.8,13493.58,4378,1,R,517,23,53,39,34,4,10,Limited Liability Company,13,2,0,0,50,Wholesale Trade-Durable Goods,62840,33034,29806,373000,84565,33.4,8,1844,48095,3152703,14763,1993,16756,CA,B,S2
2692,13800,16422,12.5,1904.4,10910.24,10772.4,5,O,543,15,23,14,11,5,4,Sole Proprietorship,6,3,1,1,54,Food Stores,18628,10462,8166,58800,28829,24.7,7,136,915,17970,306,204,510,TX,B,S2
1011,3000,3600,12.5,483,7112.64,7702.33333,12,O,579,4,27,11,11,16,0,Sole Proprietorship,5,0,0,0,59,Miscellaneous Retail Stores,21320,9914,11406,105300,37103,41.9,6,1269,17190,464675,9625,1510,11135,OK,H,S1
6735,15000,17700,12.5,900,14497.22,17314,11,O,544,1,27,19,19,3,5,Corporation,12,4,1,0,72,Personal Services,51203,25502,25701,223100,47245,37.7,8,1061,10277,289412,19202,792,19994,CA,OTHER,S2
