Amt.Repaid.at.6.Months,Nominal.Loan.Amount,Total.Amt.to.be.Repaid,Repayment.Percentage,Commission.Upfront,Validated.Monthly.Batch,Historical.Monthly.Credit.Card.Receipts,Months.of.History,Loan.Type,FICO,Years.In.Business,Num.of.Credit.Lines,Satisfied.Accounts,Num.of.Paid.off.Credit.Lines,Current.Delinquent.Credit.Lines,Previous.Delinquent.Credit.Lines,Business.Entity.Type,Years.in.File,Num.of.Legal.Items,Num.of.Trade.Lines,Num.of.Derog.Legal.Item,Two.Digit.SIC.Code,Two.Digit.SIC.Description,Population.in.Zip.Code,Male.Population.in.Zip.Code,Female.Population.in.Zip.Code,Average.House.Value.in.Zip.Code,Income.Per.Household.in.Zip....,Median.Age.in.Zip.Code,Time.Zone,Bus.Establishments.in.Zip.Code,Employment.in.Zip.Code,Annual.Payroll.in.Zip.Code,PO.Residential.Count.in.Zip,PO.Business.Count.in.Zip,Delivery.Total,State,ISO.Name,Loan.Size.Class
9654,18200,22568,12.5,2693.6,11912.8,13884,4,O,559,14,30,24,13,3,3,Corporation,1,6,4,0,75,Auto Repair Services and Parking,20975,9981,10994,138500,33918,32.7,8,623,8226,264962,4890,676,5566,CA,B,S2
5886,10200,12648,12.5,1207.68,11855.78,7954.35897,5,R,607,8,31,24,9,1,6,Sole Proprietorship,5,0,2,0,57,Home Furniture and Furnishings Stores,27798,12959,14839,108500,28851,29.3,8,592,6307,114333,4334,768,5102,CA,B,S2
31571,72000,91800,12.5,15624,46993.58,49512.75,16,O,644,5,31,18,13,11,2,Sole Proprietorship,6,1,0,1,54,Food Stores,92089,44247,47842,77400,42857,28.2,7,1257,25558,574818,13915,1504,15419,TX,H,S4
7275,24000,28560,12.5,3312,18801.56,18801.6,5,O,580,4,47,42,14,4,1,Corporation,11,7,0,5,75,Auto Repair Services and Parking,36388,17731,18657,73500,56662,31.7,6,422,5036,135157,14511,425,14936,TX,B,S3
213099,400000,470000,12.5,8000,356118,79237.1241,3,R,685,33,37,36,20,0,1,Corporation,14,1,8,0,65,Real Estate,1769,906,863,432500,57045,51.2,8,58,543,12466,120,1,121,CA,A,S4
23692,57200,69500,12.5,8180,51670,52142,1,R,587,2,21,17,12,2,2,Limited Liability Company,4,1,0,0,58,Eating and Drinking Places,15781,8355,7426,247800,58113,35.7,8,663,4403,120099,2515,558,3073,CA,H,S4
2720,5800,6902,12.5,640.32,8797.12,7269.6,5,R,648,10,28,4,4,2,5,Sole Proprietorship,6,4,3,0,58,Eating and Drinking Places,29051,14173,14878,172700,49742,39.9,8,578,5853,146883,8947,312,9259,OR,B,S1
3020,7800,9165,12.5,526.5,9548.74,9549.50604,3,R,516,3,13,3,5,6,5,Sole Proprietorship,13,3,4,0,75,Auto Repair Services and Parking,13925,6847,7078,62100,37191,38.5,6,185,1606,32914,5018,255,5273,TX,E,S1
12983,26000,30550,7.5,702,46454,47685,4,R,647,3,10,2,2,1,0,Limited Liability Company,3,3,6,1,58,Eating and Drinking Places,17187,8485,8702,129800,36334,38.2,8,575,4414,113204,6424,644,7068,OR,A,S3
3570,7600,9424,12.5,1124.8,4984.64,5561,6,O,503,11,21,13,13,1,7,Sole Proprietorship,2,0,1,0,72,Personal Services,35562,17760,17802,293200,55123,38.7,8,2109,39958,1742242,8027,1390,9417,CA,B,S1
5298,10200,12138,12.5,1126.08,9353.48,9353.33333,3,R,667,3,19,6,6,1,3,Corporation,3,3,6,0,59,Miscellaneous Retail Stores,13059,6244,6815,97800,30202,34.7,7,559,5604,116611,4747,503,5250,SD,B,S2
26248,54000,66960,12.5,7992,35546.72,35547,6,O,513,5,14,9,7,2,3,Corporation,5,0,2,0,58,Eating and Drinking Places,10465,4988,5477,153000,25954,39.7,7,715,6175,128008,455,501,956,NM,B,S4
3247,8000,9400,12.5,756,7816.74,7817.33333,6,O,545,8,38,26,22,3,9,Limited Liability Company,1,1,1,0,59,Miscellaneous Retail Stores,7766,3985,3781,114900,53401,31.1,6,120,827,25184,9065,83,9148,TX,OTHER,S1
4779,21000,24675,12.5,2268,16502.66,16502.6667,3,O,434,16,20,12,11,3,5,Sole Proprietorship,15,2,0,1,72,Personal Services,27806,13202,14604,73600,38029,35.9,6,1269,20034,480720,10383,1510,11893,TX,OTHER,S2
92877,181000,208150,12.5,14118,200999.96,201000,6,O,592,12,27,25,16,0,2,Sole Proprietorship,12,5,3,0,55,Automotive Dealers and Service Stations,30320,16159,14161,149000,33158,32.5,8,1341,20580,762143,11386,1345,12731,WA,B,S4
13762,50400,57960,12.5,5241.6,39747.5,39747.3333,3,O,605,8,26,25,13,1,0,Corporation,4,6,1,0,75,Auto Repair Services and Parking,31299,15236,16063,60100,34208,29,6,566,12174,508288,10312,777,11089,TX,OTHER,S4
22231,39600,46530,12.5,4276.8,30542.42,30542.2,10,O,548,5,14,6,5,4,4,Sole Proprietorship,5,1,0,1,7,Agricultural Services,31246,15045,16201,361100,55766,42.7,8,915,6452,180976,9878,636,10514,CA,OTHER,S3
5130,12000,14500,12.5,1501.94,12071.72,12072.0179,3,R,527,5,19,14,13,0,5,Sole Proprietorship,10,0,3,0,75,Auto Repair Services and Parking,37352,18187,19165,184200,53251,40,8,752,9318,272479,8423,473,8896,CA,H,S2
6022,16000,20400,12.5,2852,15610,18212.6667,3,R,582,4,36,30,22,5,1,Corporation,1,2,1,0,82,Educational Services,11636,5691,5945,97600,65585,30.6,6,56,356,6834,6360,58,6418,TX,B,S2
14601,27800,32665,12.5,3190.06,25055.84,25056,10,O,634,3,29,9,9,0,1,Limited Liability Company,4,11,2,6,53,General Merchandise Stores,12099,6096,6003,141900,49734,33.9,6,801,17346,630612,3713,703,4416,KS,H,S3
3815,8400,9996,12.5,1159.2,5554.62,5554.66667,3,O,627,3,29,26,17,1,2,Sole Proprietorship,11,0,1,0,53,General Merchandise Stores,45764,22927,22837,114000,28666,24.8,7,1349,25915,811378,14171,1414,15585,CO,B,S1
17309,36200,41992,12.5,3344.88,30689.66,30689.6468,3,O,658,2,30,30,14,0,0,Corporation,15,3,6,0,58,Eating and Drinking Places,23197,11591,11606,184000,53436,32.6,7,675,10208,383857,8771,638,9409,CO,B,S3
6529,13600,16600,12.5,1971.76,12707.02,12706.6331,5,R,465,16,24,13,15,4,7,Sole Proprietorship,30,3,2,1,7,Agricultural Services,28975,14593,14382,102600,36732,31.8,8,383,3670,101837,7687,453,8140,CA,H,S2
31644,55400,65372,12.5,4520.64,50213,57366.6667,3,O,703,1,51,51,35,0,0,Limited Liability Company,2,0,0,0,72,Personal Services,24380,12350,12030,112600,28839,29.9,7,1816,27350,892522,7983,2151,10134,UT,OTHER,S4
6435,12800,15360,12.5,2060.8,10042.68,10042,3,O,643,5,14,13,6,0,1,Sole Proprietorship,0,1,0,0,72,Personal Services,75925,37970,37955,317800,75026,35.2,8,1601,29684,1230354,15115,1089,16204,CA,H,S2
13939,26000,31460,12.5,1816.1,16688.32,16688.8722,1,O,691,5,34,32,26,0,2,Sole Proprietorship,6,1,1,0,58,Eating and Drinking Places,56098,27352,28746,166100,45917,32.1,8,606,5531,143711,15267,630,15897,CA,C,S3
7049,23200,27260,12.5,2505.6,20835.66,14757.8,10,O,578,4,57,54,43,0,3,Sole Proprietorship,14,0,1,0,52,Building Materials and Hardware,26038,12582,13456,155000,46663,34.3,8,778,13898,370289,6695,544,7239,CA,E,S3
5521,38000,47120,17.5,4499.2,19033.24,43342,1,R,518,4,14,0,1,13,1,Corporation,1,3,3,3,58,Eating and Drinking Places,30665,15792,14873,112700,38993,29.2,8,308,5365,167335,5531,270,5801,CA,B,S3
50356,156000,185640,12.5,21528,123791.84,120367.75,8,O,563,4,26,12,9,12,2,Corporation,4,5,1,1,58,Eating and Drinking Places,49933,24616,25317,127500,70081,34,6,862,15439,567850,19042,475,19517,TX,B,S4
15740,24400,30256,12.5,3611.2,16093.92,16094,3,O,736,4,13,13,5,0,0,Limited Liability Company,3,0,4,0,53,General Merchandise Stores,29942,14558,15384,193300,42604,39.2,7,1318,14880,476447,7632,808,8440,CO,B,S3
26984,41863,49398.34,12,3131.36,33489.86,33490,3,O,710,2,13,11,5,0,2,Limited Liability Company,1,0,0,0,58,Eating and Drinking Places,616,324,292,97900,22149,56.2,7,7,45,634,61,3,64,AZ,OTHER,S3
6884,15000,17850,12.5,2070,11155.98,11155.3333,3,O,505,2,34,20,24,4,10,Limited Liability Company,1,0,1,0,58,Eating and Drinking Places,20689,11460,9229,231700,14847,26.6,8,1768,37927,2368100,9294,2103,11397,CA,B,S2
9676,19800,23859,12.5,3210.56,16715.58,16714.8768,2,O,514,14,34,2,2,8,0,Sole Proprietorship,1,0,1,0,7,Agricultural Services,42416,20578,21838,139500,52667,34.8,6,1082,15326,661544,22617,1073,23690,TX,H,S2
1790,8400,10200,12.5,1131.6,7038.38,7038.38,5,R,572,7,26,15,14,1,10,Corporation,8,2,2,0,58,Eating and Drinking Places,66558,33209,33349,117700,44204,31.9,8,587,7440,154420,18177,566,18743,NV,H,S2
10134,26000,31200,10,4186,28107.78,28107.7778,9,O,530,8,19,7,12,4,8,Sole Proprietorship,1,0,0,0,59,Miscellaneous Retail Stores,13739,6688,7051,55800,33359,38.3,6,411,6009,143556,5421,400,5821,KS,H,S3
2655,9400,11186,12.5,1037.76,12383.14,2762,1,R,455,6,20,10,6,8,2,Corporation,19,21,2,9,59,Miscellaneous Retail Stores,58416,27355,31061,65100,26701,30.9,6,1879,25803,579505,19999,3067,23066,TX,B,S2
13687,36600,44835,12.5,3714.9,23599.38,27312,1,O,590,1,11,2,2,2,3,Corporation,1,0,1,0,82,Educational Services,31712,15310,16402,115600,32351,28.6,8,558,7064,195152,9325,497,9822,WA,OTHER,S3
35530,50000,59500,15,5520,39590,45540.8,5,R,535,11,34,21,29,3,10,Sole Proprietorship,7,0,1,0,57,Home Furniture and Furnishings Stores,40914,20436,20478,276100,63039,32.7,8,1434,18964,617400,11042,1996,13038,CA,B,S4
17306,40800,46920,12.5,3182.4,26895.34,26895.3333,6,O,658,3,6,6,2,0,0,Corporation,17,9,0,2,58,Eating and Drinking Places,30629,14562,16067,207400,41303,35.5,8,717,9750,282826,9991,943,10934,CA,B,S3
7564,19000,23560,12.5,2952.6,12416.88,14307.3333,6,O,610,20,29,24,22,2,3,Corporation,0,0,0,0,59,Miscellaneous Retail Stores,38072,19085,18987,88600,29395,31.1,8,633,7860,226868,7349,685,8034,CA,H,S2
4103,11200,13720,12.5,1271.6,7663.42,12324.5,8,O,555,2,9,4,4,4,1,Corporation,17,3,0,2,58,Eating and Drinking Places,305,167,138,133000,30417,41.6,8,13,28,674,12158,895,13053,CA,OTHER,S2
3159,8600,10105,12.5,516,7896,7896,8,O,650,3,30,30,21,0,0,Limited Liability Company,3,1,5,0,75,Auto Repair Services and Parking,52617,30904,21713,88100,23166,30.3,8,1292,26744,805922,12746,1321,14067,NV,OTHER,S2
2780,7400,9176,12.5,1095.2,4870.5,4870.5,4,O,505,1,21,12,13,1,8,Sole Proprietorship,1,0,0,0,75,Auto Repair Services and Parking,46942,23090,23852,151300,33445,28.8,8,306,5968,162137,12751,641,13392,CA,B,S1
11772,29500,34662.5,12.5,3385.12,23233.26,26531.0909,11,O,472,2,11,4,3,4,3,Sole Proprietorship,2,0,1,0,59,Miscellaneous Retail Stores,52972,26919,26053,402000,73147,34.6,8,1037,19840,1198156,15905,1014,16919,CA,B,S3
0,13598,16862,12.5,0.2,8596,8595.98446,2,R,480,9,16,7,7,7,8,Limited Liability Company,30,6,4,3,75,Auto Repair Services and Parking,53794,28235,25559,84000,31306,26,8,856,24259,791836,12705,949,13654,NV,B,S2
3772,12100,15004,12.5,1790.8,7936.78,7936.66667,3,O,497,10,22,8,8,6,8,Sole Proprietorship,4,0,1,0,72,Personal Services,18226,8966,9260,82400,31472,43.2,6,372,2704,54414,7610,687,8297,TX,B,S2
4158,11400,13395,12.5,307.8,11238,7052,2,R,564,23,11,3,3,6,2,Sole Proprietorship,1,8,0,2,75,Auto Repair Services and Parking,54693,26301,28392,76200,48245,31.2,6,788,16314,503196,17392,837,18229,TX,A,S2
8032,22000,27280,12.5,3256,14316.46,14316.6916,8,O,533,2,46,38,26,7,1,Sole Proprietorship,15,5,0,4,58,Eating and Drinking Places,60879,30141,30738,107700,43256,30.1,8,979,13378,334470,8236,954,9190,CA,B,S3
18255,35800,42602,12.5,4940.4,28205.28,28205.3333,3,O,490,3,15,8,4,4,3,Corporation,3,0,1,0,75,Auto Repair Services and Parking,105275,52941,52334,168700,30029,24.5,8,882,13000,336802,23482,1619,25101,CA,B,S3
72932,97400,112010,12.5,7597.2,76729.58,76729.1111,9,O,651,7,28,23,14,0,5,Limited Liability Company,6,3,1,2,75,Auto Repair Services and Parking,62066,32179,29887,274500,46138,31.2,8,1746,19107,543902,19377,2321,21698,CA,B,S4
7211,17200,21328,17.5,2036.48,8082.44,9372.66667,3,R,442,16,21,13,7,3,5,Sole Proprietorship,2,0,1,0,56,Apparel and Accessory Stores,15186,7513,7673,743900,139997,42.7,8,432,3394,143721,5244,204,5448,CA,B,S2
9469,17350,20646.5,12.5,2514.02,13581.58,13581.2308,13,O,626,22,46,35,32,0,11,Corporation,6,0,1,0,54,Food Stores,5269,2666,2603,205500,50570,34.8,10,119,2988,80206,1730,24,1754,HI,H,S2
64570,150000,177750,12.5,14385,134879.32,160369,4,R,566,24,37,28,11,6,3,Corporation,1,0,0,0,59,Miscellaneous Retail Stores,7218,3671,3547,93800,40859,30.2,7,161,7979,273981,4479,220,4699,AZ,H,S4
6029,35600,44144,12.5,5532.24,22957.04,23484.1818,11,O,484,4,40,13,14,11,16,Corporation,1,0,1,0,58,Eating and Drinking Places,52061,25432,26629,83500,52931,30.9,6,488,4365,101794,11769,396,12165,TX,H,S3
6013,10000,11900,12.5,1380,9536.44,13719.1667,12,O,609,10,29,23,8,0,6,Sole Proprietorship,4,0,3,0,72,Personal Services,19614,9688,9926,844500,100857,40.3,8,895,8982,332820,7431,451,7882,CA,B,S2
2907,23400,27729,12.5,3205.8,18372.6,18372.6667,6,O,477,7,40,18,20,15,7,Corporation,15,1,2,0,58,Eating and Drinking Places,49681,23304,26377,43200,24960,33.6,6,320,6565,223868,16582,1014,17596,TX,H,S3
6794,20000,23800,7.5,2208,42792,45248,2,R,534,5,8,4,4,4,0,Corporation,10,3,4,1,58,Eating and Drinking Places,49418,25055,24363,150800,22429,26,8,531,17415,688861,12039,1039,13078,CA,B,S2
9046,27000,33480,10,3196.8,47855.48,36752,1,R,566,8,53,46,20,5,12,Corporation,2,0,1,0,58,Eating and Drinking Places,33374,16368,17006,108800,27943,33.3,7,1062,10879,266184,10116,857,10973,AZ,B,S3
10726,20000,24027,12.5,1721.12,13134,15946,4,O,599,5,24,18,13,0,6,Sole Proprietorship,4,1,3,0,76,Miscellaneous Repair Services,27268,12868,14400,115000,48158,39.6,6,787,11695,372939,10277,332,10609,NE,B,S2
61366,95200,112812,12.5,13042.4,74534.24,74534.1538,13,O,762,13,37,37,19,0,0,Corporation,14,1,8,0,59,Miscellaneous Retail Stores,14373,7067,7306,82800,30481,27.2,6,561,10528,302229,5607,482,6089,NE,H,S4
21404,41000,48790,12.5,4526.4,42918.7,42920.6997,3,R,631,14,10,7,4,2,1,Corporation,4,3,2,1,56,Apparel and Accessory Stores,28624,14465,14159,194500,63197,35.3,9,956,9207,316538,7802,1116,8918,AK,B,S3
12755,29600,36704,12.5,4599.84,19176.98,19176.8333,12,O,644,5,8,6,4,0,2,Limited Liability Company,1,0,0,0,59,Miscellaneous Retail Stores,73,19585,18438,55000,35868,35.5,8,1143,24567,0,14178,1164,15342,WA,H,S3
11147,22600,28024,12.5,3344.8,14820.9,16500.7692,13,O,552,13,23,15,13,3,5,Corporation,12,1,0,0,53,General Merchandise Stores,21652,10311,11341,51100,32597,34.9,6,339,3866,76539,7763,461,8224,OK,B,S3
14621,20600,25544,12.5,3048.8,13553.04,13552.4192,5,O,687,1,12,5,5,0,0,Limited Liability Company,8,1,1,0,58,Eating and Drinking Places,44026,21812,22214,202000,48602,32.9,8,1087,11675,362467,6106,353,6459,WA,B,S3
11279,21000,24990,12.5,2898,16559.28,17265.3333,3,O,577,11,47,42,31,0,5,Corporation,10,4,2,0,73,Business Services,43129,21818,21311,125800,38964,32.3,8,789,9226,219655,15302,719,16021,CA,B,S2
7759,19400,23086,12.5,2677.2,15255.32,15255.3333,3,O,582,17,22,15,10,0,7,Sole Proprietorship,15,2,2,2,53,General Merchandise Stores,52331,28233,24098,326400,41014,29.4,8,2264,41194,1625130,13943,2837,16780,CA,B,S2
3174,5200,6448,12.5,769.6,3476,5780.8,5,O,654,7,13,13,0,0,0,Partnership,10,1,1,0,53,General Merchandise Stores,39546,19509,20037,384500,61939,36.2,8,854,11046,450817,14188,1010,15198,CA,B,S1
7688,13000,15275,12.5,877.5,29220,28536.6667,6,R,668,20,21,6,6,1,6,Limited Liability Company,7,0,0,0,53,General Merchandise Stores,4086,1966,2120,65200,40135,37.8,6,57,362,9100,1304,13,1317,TX,D,S2
11418,32800,40672,12.5,3883.52,42016.64,7514,1,R,474,4,27,7,7,11,5,Sole Proprietorship,21,1,3,1,58,Eating and Drinking Places,45264,22828,22436,169000,56175,34.4,8,906,11071,382396,3061,384,3445,WA,B,S3
12315,32200,37835,12.5,2173.5,29047.46,11370,2,R,512,51,12,2,6,4,6,Partnership,4,1,1,0,75,Auto Repair Services and Parking,19262,8818,10444,60200,22921,36.1,7,525,7100,130380,6147,780,6927,TX,E,S3
20023,30900,38316,12.5,4573.2,20318.86,31843,4,O,623,3,46,44,32,0,2,Corporation,0,4,1,0,17,Construction-Special Trade Contractors,23688,11676,12012,268700,63161,35.2,8,453,4619,151355,7773,308,8081,CA,B,S3
3323,12000,14160,12.5,960,10649.44,10648.9022,6,O,514,4,14,3,3,2,5,Sole Proprietorship,2,8,1,2,54,Food Stores,19227,10718,8509,96600,30726,33.9,7,565,6934,151037,5194,553,5747,OR,OTHER,S2
3598,9700,12028,12.5,1435.6,6373.14,6372.66667,3,O,535,2,55,37,27,7,11,Sole Proprietorship,1,0,1,0,73,Business Services,28805,13827,14978,98400,36646,35,8,262,2513,57610,10568,239,10807,CA,B,S2
99749,126000,156240,12.5,18648,82933.08,91636.4,5,O,645,2,31,20,15,0,11,Corporation,2,0,1,0,54,Food Stores,1842,936,906,106600,51250,38.7,6,32,86,2167,592,3,595,KS,B,S4
6163,11800,13865,12.5,1115.1,10589.04,10589.0554,1,O,639,11,42,40,22,0,2,Sole Proprietorship,5,2,4,0,76,Miscellaneous Repair Services,17929,8862,9067,327100,63581,39.4,8,998,18348,672502,5535,794,6329,CA,OTHER,S2
0,81800,97342,12.5,9030.72,64608.96,64609,4,R,525,23,23,6,11,2,15,Corporation,12,3,3,0,56,Apparel and Accessory Stores,39779,20622,19157,111900,34252,36.7,8,1242,23935,626523,14557,1726,16283,NV,B,S4
12053,28000,33320,17.5,3091.2,21274,40640,1,R,612,4,29,18,20,0,11,Sole Proprietorship,2,2,5,0,50,Wholesale Trade-Durable Goods,35212,17504,17708,156900,45321,31,7,1111,11738,309861,11392,800,12192,AZ,B,S3
1752,4400,5170,12.5,297,5160,8335,2,R,477,6,32,15,22,8,9,Corporation,15,4,2,0,73,Business Services,7449,4410,3039,379800,54343,30.5,7,751,6748,137322,3,4,7,CO,D,S1
30980,48800,57340,10,4611.6,58891,65860.5,4,O,613,4,10,3,4,1,6,Corporation,4,0,3,0,59,Miscellaneous Retail Stores,18265,9139,9126,169500,44820,38.2,8,1440,16341,501752,6139,1225,7364,NV,OTHER,S4
8532,34200,40185,12.5,923.4,54326,54326,1,R,541,3,15,0,7,8,7,Sole Proprietorship,7,0,0,0,58,Eating and Drinking Places,16452,8675,7777,127800,58643,31.1,9,239,1373,58861,5057,160,5217,AK,F,S3
0,5000,5750,12.5,390,3934.66,3934.66667,3,O,578,7,21,15,12,1,5,Sole Proprietorship,1,0,1,0,55,Automotive Dealers and Service Stations,31780,16515,15265,117900,35133,27.3,7,548,21500,876740,8434,543,8977,UT,B,S1
6102,14600,18104,12.5,2160.8,9620.86,9620.66667,3,O,607,1,22,12,8,1,9,Partnership,1,0,0,0,57,Home Furniture and Furnishings Stores,10653,5450,5203,84200,27168,36.4,10,68,509,10442,1947,11,1958,HI,B,S2
7239,13600,16184,12.5,1501.44,20000,19997.1209,3,R,545,4,24,5,6,2,2,Limited Liability Company,1,0,1,0,51,Wholesale Trade-Nondurable Goods,20624,10122,10502,554400,95313,44.8,8,498,2532,71361,7492,414,7906,CA,B,S2
29567,70000,83300,15,7728,65572,82538,4,R,583,9,17,12,10,0,5,Sole Proprietorship,11,24,6,7,23,Apparel and Other Finished Products Manufacturers,58199,28744,29455,321300,37231,30.9,8,943,11556,402697,26713,1120,27833,CA,B,S4
1409,7000,8330,12.5,756,5503,5503,4,O,513,14,30,6,11,18,6,Partnership,18,0,1,0,75,Auto Repair Services and Parking,9687,4720,4967,66900,29331,30.5,6,498,9543,324870,3902,611,4513,TX,OTHER,S1
0,23600,29264,17.5,2794.24,13383.26,12268,1,R,564,4,25,20,17,3,5,Corporation,15,0,1,0,58,Eating and Drinking Places,66558,33209,33349,117700,44204,31.9,8,587,7440,154420,18177,566,18743,NV,B,S3
14874,92000,108100,12.5,2484,97898,128724.667,3,R,487,16,39,26,27,3,10,Corporation,8,10,0,3,58,Eating and Drinking Places,603,475,128,17500,41103,28,8,357,9252,365501,8,416,424,WA,OTHER,S4
18712,28200,34250,12.5,4110.6,22178,36367.3333,3,R,606,14,33,28,20,0,5,Corporation,1,0,5,0,57,Home Furniture and Furnishings Stores,17089,8513,8576,343500,60173,37.5,8,1546,28159,1742074,7436,1563,8999,WA,H,S3
5213,13600,16184,12.5,1501.44,13560,16286,2,R,586,6,13,8,3,3,2,Corporation,5,3,0,0,59,Miscellaneous Retail Stores,58416,27355,31061,65100,26701,30.9,6,1879,25803,579505,19999,3067,23066,TX,B,S2
8117,15000,18600,12.5,2220,10180.16,13291.5,4,O,675,1,26,26,13,0,0,Limited Liability Company,1,0,0,0,41,Local/Suburban Transit and Highway Passenger,16198,7798,8400,151500,50024,46.8,7,409,7523,208245,4397,376,4773,AZ,B,S2
1539,15500,18367.5,12.5,2123.5,12095.72,12147.3333,12,O,484,2,40,13,14,11,16,Sole Proprietorship,1,3,0,0,58,Eating and Drinking Places,25742,12681,13061,112600,43965,30.4,6,955,18273,623006,13980,833,14813,TX,H,S2
1633,7000,8680,12.5,1036,4668.1,4668,8,O,585,12,39,26,19,1,12,Sole Proprietorship,1,2,0,2,56,Apparel and Accessory Stores,23992,11354,12638,76500,42229,43.1,6,559,6152,131802,10492,755,11247,OK,B,S1
5040,8000,9520,12.5,864.44,13550.18,17749.4286,7,O,598,3,12,7,5,0,5,Limited Liability Company,4,0,0,0,72,Personal Services,20649,10074,10575,91000,38555,38.1,6,758,10790,287071,7373,833,8206,NE,OTHER,S1
10129,25400,31496,12.5,3759.2,16702.16,18909.8291,8,O,658,2,11,3,3,0,1,Sole Proprietorship,18,1,0,1,75,Auto Repair Services and Parking,32122,15320,16802,123000,32260,41.9,8,1164,12825,310760,11154,1167,12321,OR,B,S3
32113,49000,57575,12.5,5292,47322.56,66515,8,O,631,3,32,29,20,0,3,Limited Liability Company,10,7,2,1,58,Eating and Drinking Places,11837,5808,6029,108300,34367,38.2,7,459,4736,121164,5778,530,6308,AZ,E,S4
12235,24400,29036,12.5,3367.2,19203.18,19203.3333,6,O,624,3,24,10,18,2,12,Corporation,3,0,0,0,57,Home Furniture and Furnishings Stores,12927,6156,6771,133400,32216,53.8,8,428,3677,80008,5162,264,5426,OR,B,S3
12307,24200,28798,12.5,3339.6,22260.86,9243.79307,7,O,537,36,64,60,50,1,3,Corporation,8,10,0,3,53,General Merchandise Stores,25217,12508,12709,209800,49646,31.3,8,1751,57810,2732046,7872,1478,9350,CA,B,S3
22757,41300,51212,12.5,6112.4,27148,27148,3,O,518,13,37,18,24,11,8,Sole Proprietorship,2,1,0,0,73,Business Services,47957,23623,24334,282000,71385,36.9,8,1459,24828,932997,13394,1028,14422,CA,B,S4
5173,12200,14518,12.5,1346.88,20770.7,4293.64742,4,R,549,13,26,8,8,1,4,Sole Proprietorship,3,2,7,0,72,Personal Services,20826,9975,10851,286600,54563,40.4,8,622,4647,119740,11103,493,11596,WA,B,S2
17843,45400,53800,12.5,4043,44278.62,13236,1,R,752,4,36,36,18,0,0,Corporation,17,1,1,0,59,Miscellaneous Retail Stores,25099,12300,12799,108800,58173,33.9,6,1112,25810,838204,9103,1117,10220,NE,H,S4
4368,19800,25245,12.5,3529.36,16614,36644,1,R,661,15,27,26,6,0,1,Sole Proprietorship,11,0,1,0,72,Personal Services,32831,16493,16338,142300,30536,27.2,8,1091,16012,368247,9991,1258,11249,CA,B,S3
0,36800,45632,12.5,4357.12,53885.32,17218,1,R,617,25,29,28,18,0,1,Sole Proprietorship,4,0,3,0,73,Business Services,8751,4422,4329,174500,46675,27.9,7,377,7449,254567,2564,259,2823,UT,B,S3
0,39200,48608,12.5,5801.6,25814.52,28163,6,O,548,3,33,22,24,1,10,Corporation,1,2,0,0,81,Legal Services,66558,33209,33349,117700,44204,31.9,8,587,7440,154420,18177,566,18743,NV,B,S3
21440,50000,59750,12.5,7645,39661.14,39660.7692,13,O,558,19,15,9,7,2,4,Sole Proprietorship,8,1,2,0,55,Automotive Dealers and Service Stations,64785,32125,32660,241900,72384,34.1,8,1590,20998,638036,16691,897,17588,CA,H,S4
7613,15200,18848,12.5,2249.6,9944.5,9944.5,4,O,557,4,14,6,6,3,5,Sole Proprietorship,4,0,1,0,7,Agricultural Services,60254,30221,30033,225600,48523,32.9,8,1017,10850,347385,20564,1530,22094,CA,B,S2
5766,19000,23560,12.5,2812,12612.76,12612.3333,6,O,501,21,11,7,8,2,2,Sole Proprietorship,2,7,1,5,58,Eating and Drinking Places,36728,18017,18711,154000,48544,33.2,8,709,8715,231033,8628,657,9285,CA,B,S2
6322,10200,12138,12.5,1407.6,8028.58,8028.66667,3,O,619,10,34,31,22,0,3,Limited Liability Company,2,0,0,0,55,Automotive Dealers and Service Stations,45132,22263,22869,128100,38040,35,8,712,7589,195256,18800,737,19537,OR,B,S2
14933,30000,35550,10,600,166540,154459.333,3,R,635,7,21,17,6,1,3,Limited Liability Company,1,8,8,1,57,Home Furniture and Furnishings Stores,1176,601,575,77300,26490,50,6,41,400,4212,11163,1879,13042,TX,A,S3
5500,36600,43371,12.5,3509.94,34779.84,32278.5,4,R,521,3,23,11,16,6,6,Sole Proprietorship,2,0,1,0,58,Eating and Drinking Places,20143,9729,10414,72600,36869,32.2,6,1026,23428,716433,8300,1008,9308,TX,H,S3
11969,20000,23800,7.5,2760,33153.64,33153.5,4,O,631,7,27,11,11,2,1,Corporation,10,1,0,0,72,Personal Services,24856,12285,12571,116100,71263,33.7,6,494,4980,134979,7095,254,7349,TX,B,S2
9424,17000,20230,12.5,469.2,17563.8,19678,3,R,597,4,18,12,9,4,2,Corporation,3,5,2,1,75,Auto Repair Services and Parking,19630,9738,9892,108400,47369,30.5,6,530,8356,242262,5409,603,6012,TX,F,S2
2717,5000,5875,12.5,540,5953.34,5953.33333,3,O,632,2,22,16,14,0,6,Corporation,0,0,0,0,55,Automotive Dealers and Service Stations,13561,8004,5557,54900,29946,37.8,6,282,3656,96615,4518,437,4955,TX,OTHER,S1
25693,118400,140896,12.5,16339.2,109011.62,109011.6,5,O,471,19,23,9,9,2,10,Partnership,10,2,1,1,72,Personal Services,35718,17463,18255,497700,64839,35.8,8,512,4768,141402,13381,399,13780,CA,B,S4
